Name,Symbol,ISIN,WKN,Exchange
"Xtrackers MSCI EM Europe, Middle East & Africa ESG Swap UCITS ETF 1C",DBX4,LU0292109005,DBX1EA,XETR
Xtrackers MSCI EM Latin America ESG Swap UCITS ETF 1C,DBX3,LU0292108619,DBX1ML,XETR
Xtrackers MSCI Emerging Markets ESG UCITS ETF,XZEM,IE00BG370F43,A2JHSF,XETR
Xtrackers MSCI Emerging Markets Swap UCITS ETF 1C,DBX1,LU0292107645,DBX1EM,XETR
Xtrackers MSCI Emerging Markets UCITS ETF 1C,XMME,IE00BTJRMP35,A12GVR,XETR
Xtrackers MSCI EMU ESG UCITS ETF 1C,XZEZ,IE00BNC1G699,A2QGNE,XETR
Xtrackers MSCI EMU UCITS ETF 1D,XD5E,LU0846194776,DBX0GJ,XETR
Xtrackers MSCI Europe ESG UCITS ETF,XZEU,IE00BFMNHK08,A2JHSG,XETR
Xtrackers MSCI Europe Mid Cap UCITS ETF 1C,DX2I,LU0322253732,DBX1AT,XETR
Xtrackers MSCI Europe Small Cap UCITS ETF 1C,DX2J,LU0322253906,DBX1AU,XETR
Xtrackers MSCI Europe UCITS ETF 1C,DBXA,LU0274209237,DBX1ME,XETR
Xtrackers MSCI Europe UCITS ETF 1D,XIEE,LU1242369327,DBX0P1,XETR
Xtrackers MSCI GCC Select Swap UCITS ETF 1C,XGLF,IE00BQXKVQ19,A12B98,XETR
Xtrackers MSCI India Swap UCITS ETF 1C,XCS5,LU0514695187,DBX0G0,XETR
Xtrackers MSCI Indonesia Swap UCITS ETF 1C,XAIN,LU0476289623,DBX0EU,XETR
Xtrackers MSCI Japan ESG UCITS ETF,XZMJ,IE00BG36TC12,A2JHSE,XETR
Xtrackers MSCI Japan UCITS ETF 1C,DBXJ,LU0274209740,DBX1MJ,XETR
Xtrackers MSCI Japan UCITS ETF 4C EUR Hedged,XMK9,LU0659580079,DBX0KT,XETR
Xtrackers MSCI Korea UCITS ETF 1C,DBX8,LU0292100046,DBX1K2,XETR
Xtrackers MSCI Malaysia UCITS ETF 1C,XCS3,LU0514694370,DBX0GW,XETR
Xtrackers MSCI Mexico UCITS ETF 1C,D5BI,LU0476289466,DBX0ES,XETR
Xtrackers MSCI Nordic UCITS ETF 1D,XDN0,IE00B9MRHC27,A1T791,XETR
Xtrackers MSCI Pacific ex Japan UCITS ETF 1C,DXS6,LU0322252338,DBX1AF,XETR
Xtrackers MSCI Pakistan Swap UCITS ETF 1C,XBAK,LU0659579147,DBX0KK,XETR
Xtrackers MSCI Philippines UCITS ETF 1C,XPQP,LU0592215403,DBX0H9,XETR
Xtrackers MSCI Russia Capped Swap UCITS ETF 1C,DBXV,LU0322252502,DBX1RC,XETR
Xtrackers MSCI Singapore UCITS ETF 1C,XBAS,LU0659578842,DBX0KG,XETR
Xtrackers MSCI Taiwan UCITS ETF 1C,DBX5,LU0292109187,DBX1MT,XETR
Xtrackers MSCI Thailand UCITS ETF 1C,XCS4,LU0514694701,DBX0GY,XETR
Xtrackers MSCI UK ESG UCITS ETF 1D,DBXZ,LU0292097747,DBX1FA,XETR
Xtrackers MSCI USA ESG UCITS ETF,XZMU,IE00BFMNPS42,A2JHSH,XETR
Xtrackers MSCI USA Swap UCITS ETF 1C,DBXU,LU0274210672,DBX1MU,XETR
Xtrackers MSCI USA UCITS ETF 1C,XD9U,IE00BJ0KDR00,A1XB5V,XETR
Xtrackers MSCI USA UCITS ETF 1D,XD9D,IE00BK1PV445,A1XEY1,XETR
Xtrackers MSCI USA UCITS ETF 2C EUR Hedged,XD9E,IE00BG04M077,A2JDYV,XETR
Xtrackers MSCI World ESG UCITS ETF,XZW0,IE00BZ02LR44,A2AQST,XETR
Xtrackers MSCI World ESG UCITS ETF 2C - EUR hedged,XZWE,IE00BMY76136,A2P63R,XETR
Xtrackers MSCI World Swap UCITS ETF 1C,DBXW,LU0274208692,DBX1MW,XETR
Xtrackers MSCI World Swap UCITS ETF 1D,XWD1,LU2263803533,DBX0RG,XETR
Xtrackers MSCI World Swap UCITS ETF 4C EUR Hedged,XWEH,LU0659579733,DBX0KQ,XETR
Xtrackers MSCI World UCITS ETF 1C,XDWD,IE00BJ0KDQ92,A1XB5U,XETR
Xtrackers MSCI World UCITS ETF 1D,XDWL,IE00BK1PV551,A1XEY2,XETR
Xtrackers Nasdaq-100 UCITS ETF 1C,XNAS,IE00BMFKG444,A2QJU3,XETR
Xtrackers Nifty 50 Swap UCITS ETF 1C,DBX7,LU0292109690,DBX1NN,XETR
Xtrackers Nikkei 225 UCITS ETF 1C,XNKY,LU2196470426,A2P7NT,XETR
Xtrackers Nikkei 225 UCITS ETF 1D,XDJP,LU0839027447,DBX0NJ,XETR
Xtrackers Nikkei 225 UCITS ETF 2D EUR Hedged,XDJE,LU1875395870,DBX0Q9,XETR
Xtrackers Portfolio Income UCITS ETF 1D,XS7W,IE00B3Y8D011,A1C1G8,XETR
Xtrackers Portfolio UCITS ETF 1C,DBX0,LU0397221945,DBX0BT,XETR
Xtrackers Russell 2000 UCITS ETF 1C,XRS2,IE00BJZ2DD79,A1XEJT,XETR
Xtrackers Russell Midcap UCITS ETF 1C,XRSM,IE00BJZ2DC62,A1XEJS,XETR
Xtrackers S&P 500 Swap UCITS ETF 1C,D5BM,LU0490618542,DBX0F2,XETR
Xtrackers S&P 500 UCITS ETF 1C EUR Hedged,XDPE,IE00BM67HW99,A113FP,XETR
Xtrackers S&P 500 UCITS ETF 1D EUR Hedged,XDPD,IE00BGJWX091,A2N4YV,XETR
Xtrackers S&P ASX 200 UCITS ETF 1D,DX2S,LU0328474803,DBX1A2,XETR
Xtrackers S&P Europe ex UK UCITS ETF 1D,XUEK,IE00BGV5VM45,A2JCAG,XETR
Xtrackers S&P Select Frontier Swap UCITS ETF 1C,DX2Z,LU0328476410,DBX1A9,XETR
Xtrackers SLI UCITS ETF 1D,DXS0,LU0322248146,DBX1AA,XETR
Xtrackers Spain UCITS ETF 1C,XESP,LU0592216393,DBX0HR,XETR
Xtrackers Spain UCITS ETF 1D,XESD,LU0994505336,DBX0K8,XETR
Xtrackers STOXX Europe 600 UCITS ETF 1C,DX2X,LU0328475792,DBX1A7,XETR
Xtrackers STOXX Europe 600 UCITS ETF 2C EUR Hedged,XSXE,LU1772333404,DBX0QN,XETR
Xtrackers Switzerland UCITS ETF 1D,DBXS,LU0274221281,DBX1SM,XETR
Xtrackers US Treasuries Ultrashort Bond UCITS ETF 1C,XT01,IE00BM97MR69,A2P7TP,XETR
Xtrackers USD Corporate Bond UCITS ETF 1C,XDCC,IE00BFMKQC67,A2JNWP,XETR
Xtrackers USD Corporate Bond UCITS ETF 1D,XDGU,IE00BZ036H21,A14XH5,XETR
Xtrackers USD Corporate Bond UCITS ETF 2D EUR Hedged,XDGE,IE00BZ036J45,A14XH4,XETR
Xtrackers USD High Yield Corporate Bond UCITS ETF 1D,XUHY,IE00BDR5HM97,A2DXQ6,XETR
